journal_short,journal_full,publication_year,publication_date,volume,issue,first_page,last_page,doi,title,authors,abstract,abstract_source,jel_codes,jel_codes_o_only,is_development,dev_filter_source,dev_llm_classification,dev_llm_justification,rct_classification,rct_subtype,rct_confidence,rct_justification,openalex_id,snapshot_utc,dev_llm_model,dev_llm_prompt_version,rct_llm_model,rct_llm_prompt_version
JDE,Journal of Development Economics,2023,2023-05-23,164,,103117,103117,10.1016/j.jdeveco.2023.103117,Long Live friendship? The long-term impact of Soviet aid on Sino-Russian trade,Zhi-An Hu; Jinghong Li; Zhuo Nie,"This study examines the long-term effect of aid on bilateral trade and provides a new mechanism that aid fosters intergroup affinity. Our empirical setting is the Soviet aid to China during the 1950s under the 156 Program, which allowed numerous large industrial plants to be constructed. Using a difference-in-differences framework, we find that Chinese cities which received more aid through the program, trade more with Russia than with other countries in the 2000s, despite the Sino-Russian split. We then provide a rich set of evidence suggesting that the relationship between aid and trade can be explained by the affinity mechanism.",econlit,F14;F35;O19;P33,O19,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses a difference-in-differences framework with historical observational data on Soviet aid, not a randomized controlled trial with researcher-assigned treatment.",https://openalex.org/W4377826647,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-10-31,166,,103206,103206,10.1016/j.jdeveco.2023.103206,From wells to wealth? Government transfers and human capital,Julio Acuna; Lenin Balza; Nicolás Gómez‐Parra,"To study the causal impact of oil royalties on human capital, we exploit quasi-experimental variation arising from a law in Ecuador that prescribes an algorithm to assign oil royalties to municipalities regardless of their oil-producing status. We find that royalties increase the likelihood of students completing primary and secondary education. Students reaching high school are also more likely to pass and excel on the exit exam. Furthermore, schools are more likely to remain open, increase their size, and become more road-accessible. However, the likelihood of students pursuing higher education decreases as they face steeper opportunity costs when labor demand increases.",econlit,D31;I21;J23;O13;O15;Q41,O13;O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper exploits quasi-experimental variation from a law-based algorithm for oil royalty assignment, not randomization by researchers or implementers.",https://openalex.org/W4388068514,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-02-02,168,,103265,103265,10.1016/j.jdeveco.2024.103265,Whom to ask? Testing respondent effects in household surveys,Lise Masselus; Nathan Fiala,"Household questionnaires typically survey the most knowledgeable household member, but this can lead to inaccurate data if they have limited information. Using data from survey experiments with 4,100 households in Paraguay and Uganda, we investigate whether there are discrepancies in intra-household reporting when multiple household members are interviewed. We randomly vary who responds to a survey on household income and food consumption using common approaches to respondent selection. We find that the mean and distribution of these variables is insensitive to respondent selection. However, there are discrepancies between spouses of the same household in Uganda that depend on the gender of the respondent or recipient of the income. Taken together, our results indicate that respondent selection does not markedly affect the aggregate analysis of households, but that it may matter for obtaining accurate information on income and consumption for a given household or by gender.",openalex,C83;D12;D13;J16;O12,O12,TRUE,jde_inclusion_rule,,,yes,individual,high,"The abstract explicitly states that respondent selection was randomly varied in survey experiments with 4,100 households, constituting a randomized controlled trial of survey methodology.",https://openalex.org/W4391470198,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-09-24,172,,103379,103379,10.1016/j.jdeveco.2024.103379,The quiet revolution: Send-down movement and female empowerment in China,Chong Liu; Wenyi Lu; Ye Yuan,"What promotes female empowerment and gender equality? We investigate how internal population mobility and social interaction foster the advancement of female empowerment and gender equality across diverse subpopulations. Using the urban-to-rural youth resettlement program in China during the 1970s--the Send-down Movement--as our empirical context, we find that rural females with greater exposure to urban youths have achieved higher levels of education, increased labor force participation, greater financial independence, enhanced autonomy in marital and fertility decisions, increased political engagement, heightened self-confidence, reduced risk aversion, and a stronger belief in gender-equal ideologies and social values. Our findings underscore the role of population mobility in disseminating gender-equal ideologies and practices, both through human capital formation and social interactions, leading to lasting impacts on female empowerment in traditional societies.",econlit,D63;I21;J16;J22;O15,O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper studies a historical government program (Send-down Movement in 1970s China) using observational data with variation in exposure to urban youths, not a randomized controlled trial conducted by researchers.",https://openalex.org/W4402735676,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-09-18,160,,102974,102974,10.1016/j.jdeveco.2022.102974,Religious leaders and rule of law,Sultan Mehmood; Avner Seror,"In this paper, we provide systematic evidence of how historical religious institutions affect the rule of law. In a difference-in-differences framework, we show that districts in Pakistan where the historical presence of religious institutions is higher, rule of law is worse. This deterioration is economically significant, persistent, and likely explained by religious leaders gaining political office. We explain these findings with a model where religious leaders leverage their high legitimacy to run for office and subvert the Courts. We test for and find no evidence supporting several competing explanations: the rise of secular wealthy landowners, dynastic political leaders and changes in voter attitudes are unable to account for the patterns in the data. Our estimates indicate that religious leaders expropriate rents through the legal system amounting to about 0.06 percent of GDP every year.",econlit,D72;O15;O17;Z12,O15;O17,TRUE,jde_inclusion_rule,,,no,n/a,high,This paper uses a difference-in-differences framework with observational data on historical religious institutions and does not involve any randomization by researchers.,https://openalex.org/W3127335467,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-10-17,159,,102987,102987,10.1016/j.jdeveco.2022.102987,Can information correct optimistic wage expectations? Evidence from Mozambican job-seekers,Sam Jones; Ricardo Santos,"Forward-looking expectations are central to job search but often inaccurate. To test whether public information can help correct beliefs, we embed an experiment in a longitudinal survey of Mozambican graduates. We quantify responses of own-earning expectations to information about peers’ current earnings, sent by SMS. Optimistic beliefs were revised downward by a larger margin in the treatment group. But, consistent with a theoretical on-the-job search model, responses to news do not conform to a linear updating framework, with strong evidence for limited responses to negative news. This explains the moderate impact of our intervention and why optimistic expectations remained persistent.",openalex,C83;D83;D84;J31;J64;O12,O12,TRUE,jde_inclusion_rule,,,yes,individual,high,"The abstract explicitly describes an experiment embedded in a longitudinal survey where information about peers' earnings was randomly sent by SMS to a treatment group, with measured effects on wage expectations.",https://openalex.org/W4306631596,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-01-18,162,,103052,103052,10.1016/j.jdeveco.2023.103052,Armed groups: Competition and political violence,Martin Gassebner; Paul Schaudt; Melvin H. L. Wong,"We show that the proliferation of armed groups increases the amount of organized political violence. The natural death of a tribal leader provides quasi-experimental variation in the number of armed groups across districts in Pakistan. Employing event study designs and IV-regressions allows us to isolate the effect of the number of armed groups on political violence from locational fundamentals of conflict, e.g., local financing and recruiting opportunities or government capacity. In line with the idea that armed groups compete for resources and supporters, we estimate semi-elasticities of an additional armed group on political violence ranging from 50 to 60%. Introducing a novel proxy for government counter-insurgency efforts enables us to show that this increase is driven by insurgency groups and not the state. Moreover, we show that groups splitting-up compensate for their capacity loss by switching to non-capital intensive attacks.",openalex,D72;D74;O17,O17,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses natural deaths of tribal leaders as quasi-experimental variation in an instrumental variables design, not actual randomization by researchers.",https://openalex.org/W4320525755,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-06-07,164,,103105,103105,10.1016/j.jdeveco.2023.103105,Measuring time use in rural India: Design and validation of a low-cost survey module,Erica Field; Rohini Pande; Natalia Rigol; Simone Schaner; Elena Stacy; Charity Troyer Moore,"Time use data facilitate understanding of labor supply, especially for women who often undertake unpaid care and home production. Although assisted diary-based time use surveys are suitable for low-literacy populations, they are costly and rarely used. We create a low-cost, scalable alternative that captures contextually-determined broad time categories; here, allocations across market work, household labor, and leisure. Using fewer categories and larger time intervals takes 33% less time than traditional modules. Field experiments show the module measures average time across the broader categories as well as the traditional approach, particularly for our target female population. The module can also capture multitasking for a specific category of interest. Its shortcomings are short duration activity capture and the need for careful category selection. The module's brevity and low cost make it a viable method to use in household and labor force surveys, facilitating tracking of work and leisure patterns as economies develop.",openalex,C93;J16;J22;O15;O18,O15;O18,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper describes field experiments to validate a survey measurement tool, not a randomized evaluation of a real-world intervention or treatment.",https://openalex.org/W4379739738,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-09-30,166,,103194,103194,10.1016/j.jdeveco.2023.103194,Learning effects of conditional cash transfers: The role of class size and composition,Jules Gazeaud; Claire Ricard,"A large literature has documented the positive effects of conditional cash transfer programs on school enrollment. However, evidence on their learning impacts is mixed and provides little insights into the mechanisms at play. Using a regression discontinuity analysis of a program implemented at scale in Morocco, we identify a substantial decrease in dropout rates in treated municipalities, which increased both class size and heterogeneity in class composition, and ultimately had negative impacts on children's test scores. These patterns indicate that, when there is a lack of coordinated supply-side responses, conditional cash transfer programs can constrain learning by putting additional pressure on existing resources. They also highlight the importance of class size and composition for children learning.",econlit,G51;I21;O15;O16,O15;O16,TRUE,jde_inclusion_rule,,,no,n/a,high,"The paper uses regression discontinuity analysis of an existing program, not randomized assignment to treatment.",https://openalex.org/W4387213607,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-10-11,166,,103199,103199,10.1016/j.jdeveco.2023.103199,Does survey mode matter? Comparing in-person and phone agricultural surveys in India,Ellen Anderson; Travis J. Lybbert; Ashish Shenoy; Rupika Singh; Daniel Stein,"Ubiquitous mobile phone ownership makes phone surveying an attractive method of low-cost data collection. We explore differences between in-person and phone survey measures of agricultural production collected for an impact evaluation in India. Phone responses have greater mean and variance, a difference that persists even within a subset of respondents that answered the same question over both modes. Treatment effect estimation remains stable across survey mode, but estimates are less precise when using phone data. These patterns are informative for cost and sample size considerations in study design and for aggregating evidence across study sites or time periods.",openalex,C83;L96;O13;O14;Q11,O13;O14,TRUE,jde_inclusion_rule,,,yes,uncertain,medium,"The abstract mentions an impact evaluation in India for which agricultural data was collected, suggesting an RCT context, but provides no details about the randomization design itself—the focus is entirely on comparing survey modes.",https://openalex.org/W4387521976,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-12-19,167,,103244,103244,10.1016/j.jdeveco.2023.103244,Training microentrepreneurs over Zoom: Experimental evidence from Mexico,Elwyn Davies; Peter Deffebach; Leonardo Iacovone; David McKenzie,"Standard in-person business training programs are costly and difficult to scale to the millions of microenterprises in the developing world. We conduct an experiment to test the feasibility, cost-savings, and impact of delivering live training sessions over Zoom to microentrepreneurs in Mexico and Guatemala. We demonstrate that it is now feasible to both recruit and train self-employed women online, covering a wide geographic area, with few technology issues. However, the cost-savings over in-person classes are less than expected. Training improved business practices and performance over 2 months, but impacts had dissipated within 6 months.",econlit,J23;J24;L25;L26;O14;O15,O14;O15,TRUE,jde_inclusion_rule,,,yes,individual,high,"The abstract explicitly states 'We conduct an experiment' to test the impact of delivering training over Zoom to microentrepreneurs, with measured outcomes on business practices and performance.",https://openalex.org/W4389956052,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-12-26,168,,103249,103249,10.1016/j.jdeveco.2023.103249,Attenuating measurement errors in agricultural productivity analysis by combining objective and self-reported survey data,Ismaël Yacoubou Djima; Talip Kilic,"This paper exploits unique survey data from Mali to validate an alternative approach to estimate the relationship between crop yields and inputs. The estimation relies on predicted objective crop yields that stem from a machine learning model trained on a random subsample of surveyed plots, for which crop cutting and self-reported sorghum yield estimates are both available. The analysis demonstrates that it is possible to predict sorghum yields with attenuated non-classical measurement error, resulting in a less-biased assessment of the relationship between yields and agricultural inputs. The external validity of the findings based on the data from a sub-national survey experiment is verified using the data from a nationally representative agricultural survey. The discussion expands on the implications of the findings for the design of future surveys where objective data collection could be limited to a subsample to save costs, with the intention to apply the suggested machine learning approach.",econlit,C45;C83;O13;Q11;Q12;Q15,O13,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses machine learning methods to predict crop yields and validate measurement approaches using survey data, with no mention of randomized assignment to any intervention.",https://openalex.org/W4390245813,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-12-16,161,,103030,103030,10.1016/j.jdeveco.2022.103030,Sharing risk to avoid tragedy: Informal insurance and irrigation in village economies,Karol Mazur,,none_s2_no_abstract,,,TRUE,jde_inclusion_rule,,,,,,,https://openalex.org/W3094028304,2026-05-06T15:54:40Z,,,,
JDE,Journal of Development Economics,2023,2023-05-10,163,,103112,103112,10.1016/j.jdeveco.2023.103112,Human capital investment under exit options: Evidence from a natural quasi-experiment,Satish Chand; Michael A. Clemens,"Groups historically subject to discrimination, such as Jews, could exhibit high investment in education because discrimination spurred emigration--and emigration was facilitated by skill. If emigration is uncertain, the skill investment induced by discrimination could more-than-offset the mechanical reduction in skill stocks at the origin. That is, in theory, the exit option could raise skills at the origin net of departures. Tests of these theories are rare. We examine a natural quasi-experiment in the Republic of Fiji, where a sharp and unexpected rise in discriminatory policy by a dominant ethnic group caused both mass emigration and mass skill investment by the other major ethnic group. We find that the net effect on skills within Fiji was positive: the human capital of the discriminated group remaining in Fiji would have been lower if there had been no emigration option. We test a variety of alternative models for the net increase in skills and find that the emigration option was a necessary causal mechanism.",econlit,I21;J15;J24;O15,O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper analyzes a natural quasi-experiment using observational data from Fiji's discriminatory policy changes, with no researcher-implemented randomization.",https://openalex.org/W3172730219,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2021,2021-10-18,155,,102757,102757,10.1016/j.jdeveco.2021.102757,Big fish in thin markets: Competing with the middlemen to increase market access in the Amazon,Viva Ona Bartkus; Wyatt Brooks; Joseph P. Kaboski; Carolyn Pelnik,"Middlemen are ubiquitous in supply chains. In developing countries they help bring products from remote communities to end markets but may exert strong market power. We study a cooperative intervention which organizes together poor fishing communities in the Amazon--one of the poorest and most remote regions of the world--to purchase large boats in order to partially bypass middlemen and deliver their fish directly to market. We find that the intervention increases income by 27%, largely through an increase in price received, and also increases consumption. Moreover, the intervention is highly cost effective with the projected stream of income gains easily covering the cost of the investment. Finally, we formalize a model in which the market power of middlemen itself can create a poverty trap, which can be eliminated with cooperative investment.",econlit,I32;L14;O13;O14;O15;Q22,O13;O14;O15,TRUE,jde_inclusion_rule,,,no,n/a,high,The abstract describes a cooperative intervention study but does not mention randomization; it appears to be an observational evaluation of a program organizing fishing communities.,https://openalex.org/W3200139232,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-02-11,168,,103266,103266,10.1016/j.jdeveco.2024.103266,Keeping refugee children in school and out of work: Evidence from the world's largest humanitarian cash transfer program,Aysun Aygün; Murat G. Kïrdar; Murat Koyuncu; Quentin Stoeffler,"This paper investigates whether unconditional cash transfers can keep refugee children in school and out of work. We raise this question in the unique context of Turkey, which hosts the world's largest refugee population (including 3.6 million Syrians). Refugees in Turkey are supported by the world's largest cash transfer program for refugees, the Emergency Social Safety Net (ESSN). We exploit a program eligibility criterion to identify the causal impacts of the ESSN program using a regression discontinuity design. The results show a large effect on child labor and school enrollment among both male and female refugee children. Being a beneficiary household reduces the fraction of children working from 14.0% to 1.6% (a decrease of 88%) and the fraction of children aged 6-17 not in school from 36.2 to 13.7% (a reduction of 62%). By unpacking the mechanisms at play, we show that ESSN cash transfers become a significant part of a household's income, substantially alleviate extreme poverty, and reduce a family's need to resort to harmful coping strategies. Investigating the reasons for children not attending school, we find that the beneficiary households become more likely to send children to school because the cash transfer addresses both the opportunity cost and direct cost of schooling--although the former channel is more important. The findings have important implications for the design of policies aimed at supporting refugee children at scale.",econlit,I21;J13;J15;J82;O12;O15,O12;O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"The paper uses a regression discontinuity design based on program eligibility criteria, not random assignment to treatment.",https://openalex.org/W4287142900,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-10-29,160,,102998,102998,10.1016/j.jdeveco.2022.102998,Understanding the effects of racial classification in Apartheid South Africa,Miquel Pellicer; Vimal Ranchhod,"The apartheid era began in 1948 in South Africa, and was implemented by passing several racially discriminatory laws. Most of the key legislative changes were introduced between 1949 and 1953. The cornerstone of this racially stratified legal system was the Population Registration Act of 1950, which required that all South Africans needed to be registered and assigned to an official racial category. We study the effect of racial classification in the context of these legislative reforms, by estimating the causal effect of being classified as White, relative to being classified as Coloured, on labour market outcomes. For identification we exploit a policy change that privileged ancestry over appearance in the process of racial classification for those born after 1951. Using census data from 1980, 1991, and 1996, we find a discontinuity in racial shares for cohorts born after 1951. Our preferred estimates indicate that being classified as White resulted in a more than fourfold increase in income for men. This corresponds to over 90% of the difference in mean incomes between men in the two population groups. Our findings for women are inconclusive.",econlit,D31;J15;O15,O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses a regression discontinuity design exploiting a policy change in racial classification rules, not random assignment by researchers to a treatment intervention.",https://openalex.org/W4307902138,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-06-26,164,,103134,103134,10.1016/j.jdeveco.2023.103134,Fertility and polygyny: Experimental evidence from Burkina Faso,Ben D’Exelle; Aurélia Lépine; Richard Bakyono; Ludovic Deo Gracias Tapsoba,"Decision-making about fertility differs between monogamous and polygynous households. In an experiment in Burkina Faso that gives women access to free contraceptives, either alone or with their husband, involving the husband decreases contraceptive use among monogamous women, but not among polygynous women. Where there is co-wife rivalry, it increases contraceptive use. This is consistent with a model where monogamous women have a stronger preference for contraceptives than their husband, while this preference difference is smaller or even reversed among polygynous households due to co-wife competition around fertility.",openalex,I12;J12;J13;O15,O15,TRUE,jde_inclusion_rule,,,yes,individual,high,"The abstract explicitly describes an experiment with random assignment of women to receive free contraceptives either alone or with their husband, which is a real-world intervention with randomized treatment.",https://openalex.org/W4382133321,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-09-04,166,,103178,103178,10.1016/j.jdeveco.2023.103178,School electrification and academic outcomes in rural Kenya,Josephat Koima,"Between 2014 and 2016, the number of primary schools with electricity rose from 56% to 94%. Schools in proximity to the grid network were connected to grid electricity, while those located further away received solar photovoltaics. Using this rapid electrification expansion as a source of identifying variation in a panel fixed effects model, the paper estimates the impact on school test scores, enrollment, and completion. Additionally, the paper attempts to quantify the effects of lighting on education performance by relying on the off-grid (solar) electricity coefficients. Using a universe of 8th grade students in public schools in Kenya, the paper finds no evidence that electricity affects test scores or enrollment in the short run. However, off-grid electrification increases completion by 1%. Using off-grid estimates, the paper concludes that lighting has a small positive impact on completion but not on test scores or enrollment. This is an extremely short-term evaluation and in the long-run electrification may have larger impacts.",econlit,I21;L94;O13;O15;Q41;Q42,O13;O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"The paper uses a panel fixed effects model exploiting variation from a government electrification rollout, not researcher-implemented randomization.",https://openalex.org/W4386413674,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-12-05,167,,103230,103230,10.1016/j.jdeveco.2023.103230,Can housing booms elevate financing costs of financial institutions?,Chao Ma; Shuoxun Zhang,"We show that house price appreciation elevates financial institutions' financing costs because it can make households invest more in houses and invest less in or require higher returns on other assets. For identification, we employ the unique feature of wealth management products (WMPs, the largest component of China's shadow-banking sector) that the issuing markets are local whereas the markets of some products' underlying assets are national. Stocks, bonds, and deposits do not possess this feature. We find that house price growth raises WMPs' expected returns offered by banks. Household-level analyses further confirm that house price growth reduces households' WMP-investment demands.",econlit,G21;G32;O16;O18;P25;P34;R31,O16;O18,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses observational data on house prices, wealth management products, and household investment behavior without any mention of randomization or experimental intervention.",https://openalex.org/W4389396056,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-08-09,171,,103352,103352,10.1016/j.jdeveco.2024.103352,How accurate is a poverty map based on remote sensing data? An application to Malawi,Roy van der Weide; Brian Blankespoor; Chris Elbers; Peter Lanjouw,"This paper assesses the reliability of poverty maps derived from off-the-shelf remote-sensing data. Employing data for Malawi, it first obtains small area estimates of poverty by combining household expenditure survey data with population census data. It then ignores the population census and obtains a second poverty map by combining the survey with predictors of poverty derived from remote sensing data. The two approaches reveal the same patterns in the geography of poverty. However, there are instances where the two approaches obtain markedly different estimates of poverty. Poverty maps obtained using remote sensing data may do well when the decision maker is interested in comparisons of poverty between assemblies of areas yet may be less reliable when the focus is on estimates for specific small areas.",econlit,C83;D12;I32;O12;O18;R23,O12;O18,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper compares two methodological approaches to poverty mapping using observational data (household surveys, census, and remote sensing) with no randomized intervention.",https://openalex.org/W4401474312,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2021,2021-05-21,152,,102676,102676,10.1016/j.jdeveco.2021.102676,Does trade cause detrimental specialization in developing economies? Evidence from countries south of the Suez Canal,Michiel Gerritse,"When opening up to trade, countries specialize according to their comparative advantage. However, developing countries are often disadvantaged in production that requires contract enforcement or other institutions. Such specialization could be detrimental, as it might eliminate the demand for property rights in developing countries. I examine the development of product trade patterns in East-African countries that suffered longer trade routes during the war-induced closure of the Suez Canal (Feyrer, 2009), to identify a causal impact of trade costs on specialization patterns. Detrimental specialization does not occur: by contrast, contract-intense exports and production declined in the developing countries of this sample when they were isolated.",openalex,D74;F14;O17;O19,O17;O19,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses a natural experiment (Suez Canal closure) as a quasi-experimental design to study trade patterns, not a randomized controlled trial with researcher-assigned treatment.",https://openalex.org/W3165027313,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-02-12,156,,102840,102840,10.1016/j.jdeveco.2022.102840,Pay for performance schemes and manufacturing worker productivity: Evidence from a kinked design in China,Xiqian Cai; Wei Jiang; Hong Song; Huihua Xie,"This paper examines workers' response to a nonlinear payment system with a penalty and a reward design in a manufacturing firm in China. Using bunching methods, our estimates show that about 31% of workers make decisions with errors, and the structural elasticity of output response to the piece rate is 0.28. The focal nonlinear payment scheme generates 4% output gains compared with a linear payment scheme given the same total wage costs. Further decomposition analysis shows that the reward aspect of the nonlinear scheme mainly contributes to total output gains. Counterfactual analyses show that total output generated by the nonlinear payment system falls with the reduced worker heterogeneity. Our results illustrate the role of worker heterogeneity in designing compensation schemes and provide new insights into the increasing adoption of nonlinear payment systems in modern manufacturing production.",econlit,J24;J31;L60;O14;O15;P23,O14;O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is an observational study using bunching methods to analyze an existing nonlinear payment system in a manufacturing firm, with no mention of randomized assignment to different compensation schemes.",https://openalex.org/W4212971583,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-07-23,160,,102949,102949,10.1016/j.jdeveco.2022.102949,Idiosyncratic shocks and aggregate fluctuations in an emerging market,Francesco Grigoli; Emiliano Luttini; Damiano Sandri,"This paper provides the first assessment of the contribution of idiosyncratic shocks to aggregate fluctuations in an emerging market using confidential data on the universe of Chilean firms. We find that idiosyncratic shocks account for more than 40 percent of the volatility of aggregate sales. Although quite large, this contribution is smaller than documented in previous studies based on advanced economies, despite a higher degree of market concentration in Chile. We show that this finding is explained by larger firms being less volatile and by weaker propagation effects across Chilean firms.",econlit,E32;L25;O11;O14,O11;O14,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper analyzes observational data on firm-level shocks and aggregate fluctuations using administrative data, with no mention of randomization or experimental intervention.",https://openalex.org/W4286686793,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-09-22,160,,102972,102972,10.1016/j.jdeveco.2022.102972,Political uncertainty and the forms of state capture,Nathan Canen; Rafael Ch; Léonard Wantchekon,"This paper studies when and why firms prefer more direct forms of state capture (i.e., directly capturing tenured state officials who implement policy, as bureaucrats) to more indirect ones (i.e., using intermediaries, such as elected officials, to influence bureaucrats). First, we propose a principal-agent model under political uncertainty. Firms can induce market distortions by making transfers to incumbents, but such incumbents may be displaced in an election. Direct capture acts as an insurance for the firm, guaranteeing that its paid for distortions are kept in place even when the incumbent loses. We then show that policies thought to decrease state capture, such as improved bureaucrat selection, can have little to no effect once substitution towards indirect control is accounted for. We test the model's predictions using a novel database on contractual arrangements between politicians, political brokers and businessmen in Benin. As proposed by the theory, we find that an increase in political uncertainty is associated with an increase in direct forms of capture. We conclude that electoral competition is not a sufficient mechanism to curb firms' control of government when they can switch forms of state capture.",econlit,D72;D73;O17,O17,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is a theoretical principal-agent model tested with observational data on contractual arrangements, with no mention of randomization or experimental intervention.",https://openalex.org/W4296984435,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-09-30,159,,102984,102984,10.1016/j.jdeveco.2022.102984,A behavioral intervention to increase preschool attendance in Uruguay,Nicolás Ajzenman; Laura Becerra Luna; Juan Manuel Hernández-Agramonte; Florencia López Bóo; Marcelo Pérez Alfaro; Alejandro Vásquez‐Echeverría; Mercedes Mateo Díaz,"This paper presents the results of a nationwide, low-cost intervention that used messages informed by behavioral economics and delivered through the government's official mobile app to increase preschool attendance in Uruguay. We document null results for attendance and child development outcomes. We also estimate conditional average treatment effects (CATE) across individuals using causal forest algorithms. We present exploratory evidence that absenteeism and some measures of cognitive development might have improved for children around the median of the baseline distribution of attendance rate.",econlit,D91;I21;O15,O15,TRUE,jde_inclusion_rule,,,yes,individual,high,"The abstract describes a nationwide intervention with messages delivered through a mobile app to increase preschool attendance, measuring treatment effects on attendance and child development outcomes, indicating a randomized controlled trial design.",https://openalex.org/W4297989304,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-11-11,160,,103002,103002,10.1016/j.jdeveco.2022.103002,A hybrid approach to targeting social assistance,Lendie Follett; Heath Henderson,"Proxy means testing (PMT) and community-based targeting (CBT) are two of the leading methods for targeting social assistance in developing countries. In this paper, we present a hybrid targeting method that incorporates CBT’s emphasis on local information and preferences with PMT’s reliance on verifiable indicators. Specifically, we outline a Bayesian framework for targeting that resembles PMT in that beneficiary selection is based on a weighted sum of sociodemographic characteristics. We nevertheless propose calibrating the weights to preference rankings from community targeting exercises, implying that the weights used by our method reflect how potential beneficiaries themselves substitute sociodemographic features when making targeting decisions. We discuss several practical extensions to the model, including a generalization to multiple rankings per community, an adjustment for elite capture, a method for incorporating auxiliary information on potential beneficiaries, and a dynamic updating procedure. We further provide an empirical illustration using data from Burkina Faso and Indonesia.",semantic_scholar,D12;O12;O17,O12;O17,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper proposes a methodological framework for targeting social assistance and provides empirical illustrations using existing data, but does not describe any randomized assignment to treatments.",https://openalex.org/W4309076657,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-12-14,161,,103033,103033,10.1016/j.jdeveco.2022.103033,The dynamics of poverty targeting,Michael Hillebrecht; Stefan Klonner; Noraogo A. Pacere,,none_s2_no_abstract,,,TRUE,jde_inclusion_rule,,,,,,,https://openalex.org/W4311474522,2026-05-06T15:54:40Z,,,,
